ce_1,ce_2
1.683496565424993,12.331466180011459
0.28483737930455977,11.053419935277706
8.714779614996385,8.787363262374708
0.5131657033317225,14.08095289997758
0.5269909844802463,19.792333442420258
0.9042522751883837,16.69301678157359
0.28086438642082,16.81636215261776
0.4775545984662948,5.83683974451958
0.23734382700861723,13.074507800547035
0.23910570325671543,15.45913941983831
1.1694721010837057,10.77654549212625
1.0103310474916984,16.70966510569317
0.47759446918640336,15.635229567472111
-0.40733873671984,14.696000782104408
1.3327601970410612,15.28166081211341
2.1183416892873588,14.38860121517109
0.5131657033317225,8.291104464004514
1.994905798218113,12.178804844206713
0.823844359157949,8.37364853018439
0.8810333370060626,13.213531966853253
3.04016173686046,12.77169658275843
2.9299737380403457,15.244895425086618
0.5380926230782563,4.2319505031557645
3.0464617551992674,9.362990139389934
1.0209678081800995,13.302019264364796
0.5017944054421122,20.305747803798713
1.4276016787489105,14.397794058203871
0.34289391172797323,14.238210783833221
0.28918417247803774,17.35962123037877
-0.33174165799545463,15.655274091700623
8.581966993594532,10.311972554246148
0.6078028337848558,17.241708752586263
3.2421714207763443,10.118720059779601
0.041814258855250586,13.675818075426378
-0.058534806940951256,13.170672300961455
0.37262909992294624,14.585535120523456
1.265025660772672,3.0859835040199326
-0.8023456035303553,16.56170176932862
0.12978695175147337,18.40060571907101
-1.9213680202192691,17.22254792723514
1.549907349844009,14.54607574964673
2.0770757500243846,15.957313448610893
2.182977765729511,12.532111144738959
0.2373438270086048,13.843807311902639
1.3229319477431751,17.498628737728097
-1.8184110282158912,14.550451981730948
6.317259800756055,9.072269351894859
4.092579753707382,6.959931918609287
-0.6210204193617628,15.521943449597172
0.3758302955022188,15.849038619628868
1.7670733706109054,13.921081237504293
0.037467110051785824,16.474960962590508
-0.1490375135386195,13.245341586406388
1.516624245475362,8.363362100754168
-0.26279187647421764,15.742593525168253
1.4194447407776716,1.8750238564044448
1.7182524923919615,14.36839579568159
0.8604248933571519,13.364544838351305
